what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386005310761
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386005318418
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386005352297
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386005359776
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386005371979
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1386005371995
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1386005375152
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1386005382965
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1386005385949
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386005390887
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386005400341
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386005412810
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386005572563
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.0.v201006082045,"org.eclipse.wst.jsdt.debug.core",1386005576491
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386005576866
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.exit",1386005582112
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1386005582456
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1386005582627
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1386005582784
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1386005582893
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1386005582971
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1386005583362
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1386005583502
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1386005584424
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1386005584612
